Dep,Dest,Evenodd,Restriction,Route
OMDB,KJFK,EVEN,,RIDAP M557 TUMAK L602 DAVUS UL602 GADSI UM860 ODALI UL852 NEGEM T746 ARGES L619 BUKEL DCT EDETA L619 KARIL DCT KENIN DCT LENOV DCT KOLOB DCT NERDO DCT GUNPA DCT 62N010W 62N020W 62N030W 60N040W 57N050W DCT HOIST DCT YYR DCT PQI J55 ENE
OMDB,KMCO,EVEN,,RIDAP M557 TUMAK L602 DAVUS UL602 GADSI UM860 ODALI UL852 NEGEM T746 ARGES DCT KARIL DCT KEKED DCT KELEL DCT NAXAR DCT BINKA DCT KOSEB DCT RASVI DCT GUNPA DCT 63N010W 63N020W 63N030W 62N040W 60N050W DCT AVUTI DCT DUVBI DCT YWK DCT RJ DCT YMX DCT SYR J59 PSB DCT FINKS DCT GSO DCT CHS DCT IGARY Q85 LPERD DCT OMN
OMDB,KORD,EVEN,,RIDAP M557 TUMAK T557 RAGAS UT430 SYZ G663 TBS M318 RIKOP B114 ASB B359 MAVAX A370 URG A299 AKALI L985 RAVNI A241 KST L165 ANODI N990 MAGUN DCT 87N000E 87N020W 87N040W 86N060W 84N080W 80N090W 75N090W 70N090W 6430N09000W 55N090W DCT GRB DCT FGHRN MADII5
OMDB,KORD,EVEN,,DAVMO M318 GABKO M317 RADEB M318 ASMUK W32 PURKI T215 OBRIX N39 BAKUV N72 BISNA R704 ARNIS T639 BUTRI N39 TE T563 UK L169 TU A493 OKUDI T561 SPB T562 RATLA DCT ABAXI DCT NORVA DCT 70N000E 71N020W 70N040W 69N050W DCT EPMAN DCT KENKI DCT TEFFO DCT PIGLA DCT 50N085W DCT FOLGO
OMDB,KORD,EVEN,,DAVMO M318 ASMUK W32 ROVAD UL125 ELEDI N39 BAKUV N72 BISNA R704 ARNIS T639 BUTRI N39 TE T563 UK L169 TU A493 OKUDI T561 SPB T562 RATLA DCT ABAXI DCT NORVA DCT 70N000E 71N020W 70N040W 69N050W DCT EPMAN DCT KENKI DCT TEFFO DCT GW DCT YMO DCT 4700N08630W DCT SAW DCT GRB MADII4
OMDB,KSEA,EVEN,,DAVMO M318 RIKOP B114 ASB B359 MAVAX A370 URG A299 AKALI L985 RAVNI A241 KST L165 ABERI DCT 85N124W 80N123W 75N122W 70N121W 65N120W 60N120W DCT YXJ J534 YWL T618 YYJ
OMDB,KSEA,EVEN,,DAVMO M318 RIKOP B114 ASB B359 MAVAX A370 URG A299 AKALI L165 NELTI M168 GIMAK G497 BEBIR G498 SH L165 ABERI DCT 85N070W 80N090W 75N100W 70N105W 64N110W 60N114W DCT YNY J503 YDC
OMDB,KSEA,EVEN,,DAVMO M318 RIKOP B114 ASB B359 MAVAX A370 URG A299 AKALI L165 NELTI M168 GIMAK G497 BEBIR G498 SH L165 ABERI DCT 89N000E 85N148W 80N145W 75N140W 70N134W 65N130W 60N127W 55N125W DCT ELIDI Q800 KEINN DCT NUTBE DCT YYJ
OMDB,KSEA,EVEN,,DAVMO M318 RIKOP B114 ASB B359 MAVAX A370 URG A299 AKALI L165 NELTI M168 GIMAK G497 BEBIR G498 SH L165 ABERI DCT 85N101W 80N108W 75N110W 70N111W DCT YZF DCT YOJ DCT ROFFO DCT YDC
OMDB,KSEA,EVEN,,DAVMO M318 RIKOP B114 ASB B359 MAVAX A370 URG A299 AKALI L985 LANOR R482 LBN R486 ALUMA B210 KEGOM G552 GIMAK M168 GIMON T533 AGATA DCT 83N020E 86N000E 87N020W 87N040W DCT OVBES DCT 85N090W 80N110W 75N117W 70N118W 65N120W 60N121W 55N122W DCT GABAL J518 YYJ
OMDB,KSEA,EVEN,,DAVMO M318 ASMUK W32 PURKI T215 OBRIX N39 ULDUS P574 IBRUT N55 BALUN A715 AKB G552 GIMAK G497 BEBIR G498 SH L165 ABERI DCT 85N105W 80N116W 75N119W 70N120W 65N119W 59N120W DCT YXJ J534 YWL J518 YYJ
OMDB,KSEA,EVEN,,RIDAP M557 TUMAK T557 RAGAS UT430 SYZ UP574 SAV N72 BISNA G821 ALABO N39 ST A928 FE FE1T AO FE6T NE P190 UREPI G476 PELOR A74 VANOS DCT ANETI DCT 78N020E 82N010E 84N000E 85N020W DCT PELRI DCT 84N080W 81N100W 76N110W 70N115W 65N119W 60N122W 55N123W DCT YVR DCT ROESH
OMDB,LBSF,EVEN,,RIDAP M557 TUMAK L602 DAVUS UL602 GADSI UM860 SRT UL614 GEM UT32 BUK UL602 MAKOL L622 BGS T228 GAPVO
OMDB,LCLK,EVEN,,SENPA N571 ALPOB L768 ULADA UL768 VATIM UL550 KITOT L550 NWB J981 DATOK L550 APLON A28 LOSOS
OMDB,LDZA,EVEN,,RIDAP M557 TUMAK L602 DAVUS UL602 GADSI UM860 ODALI UL852 NEGEM Q6 ERDOM Y520 UTEKA DCT TUVAR DCT LAKIK DCT MOSAV
OMDB,LEBL,EVEN,,SENPA N571 ALPOB L768 ULADA UL768 VATIM UL550 KITOT L550 NWB N697 MENLI L677 CVO A727 NOZ A1 METRU UP868 ARLOS N4 DOBIX M978 SONAK UM978 MORJA UA411 ANB UM134 IZA UN856 MARTA
OMDB,LEBL,EVEN,,RIDAP M557 TUMAK L602 DAVUS UL602 GADSI UM860 SRT UL614 GEM UT32 BUK UL602 MAKOL DCT DOLAP DCT VELUG DCT ROMPO DCT EPIKU DCT GINOX UM601 VERSO
OMDB,LEMD,EVEN,,SENPA N571 ALPOB L768 ULADA UL768 VATIM UL550 KITOT L550 NWB N697 MENLI L677 CVO A727 NOZ A1 METRU UP868 ARLOS N4 DOBIX M978 SONAK UM978 MORJA UA411 ANB UM134 VLC UN733 PRADO
OMDB,LFLL,EVEN,,RIDAP M557 TUMAK L602 DAVUS UL602 GADSI UM860 ODALI UL852 NEGEM L852 KOMAN L602 NERDI M747 NEKUL P975 MOPUG DCT DIMLO DCT VAMET DCT OBEDI DCT ERKIR L608 KPT L856 AKABI UZ613 TRA Z69 OLBEN UN869 MILPA
OMDB,LFLL,EVEN,,RIDAP M557 TUMAK L602 DAVUS UL602 GADSI UM860 ODALI UL852 NEGEM Q8 DOLAP DCT ROTAR DCT IXUSA P860 RONOP UP860 GIGUS Z40 AMVAR
OMDB,LFLL,EVEN,,RIDAP M557 TUMAK L602 DAVUS UL602 GADSI UM860 ODALI UL852 NEGEM L852 DIRER DCT TUVAR DCT ROTAR DCT IXUSA P860 RONOP UP860 GIGUS Z40 AMVAR
OMDB,LFPG,EVEN,,RIDAP M557 TUMAK L602 DAVUS UL602 GADSI UM860 ODALI UL852 NEGEM L852 KOMAN L602 TIXIP Q26 DEGET DCT ABETI DCT TAGAS DCT RENKA UL610 LOHRE UL984 NOSPA UN857 RAPOR UZ157 VEDUS
OMDB,LGAV,EVEN,,SENPA N571 ALPOB L768 ULADA UL768 VATIM UL550 KITOT L550 NWB N697 MENLI L677 CVO A727 NOZ L617 TANSA UL617 SOREV
OMDB,LGAV,EVEN,,RIDAP M557 TUMAK L602 DAVUS UL602 GADSI UM860 SRT UG8 GEM UW705 HAY UR32 IMR UG802 SOSIR N604 OGSIL OGSI1A
OMDB,LHBP,EVEN,,RIDAP M557 TUMAK L602 DAVUS UL602 GADSI UM860 ODALI UL852 NEGEM T746 NEPOT L746 EVRIK L850 BUDOP DCT ABONY
OMDB,LHBP,EVEN,,DAVMO M318 GABKO M317 ROTAL UP574 SYZ UT430 VUVAG UL333 DASIS UR660 ERZ UW704 CRM UL746 ODERO L746 EVRIK L850 BUDOP DCT ABONY
OMDB,LIMC,EVEN,,SENPA N571 ALPOB L768 ULADA UL768 VATIM UL550 KITOT L550 NWB N697 MENLI L677 CVO A1 NOZ L617 TANSA UL613 YNN UL611 TUMBO DCT RODON DCT KOFER DCT ROTAR DCT VIC DCT ADOSA L615 OSKOR
OMDB,LIPE,EVEN,,RIDAP M557 TUMAK L602 DAVUS UL602 GADSI UM860 ODALI UL852 NEGEM Q8 DOLAP DCT ROTAR M167 CHI M859 LUMAV
OMDB,LIRF,EVEN,,SENPA N571 ALPOB L768 ULADA UL768 VATIM UL550 KITOT L550 NWB N697 MENLI L677 CVO A727 NOZ L617 TANSA UL613 KOR UL53 KRK UL995 TIGRA DCT TEA DCT SIPRO Z803 LAT
OMDB,LOWW,EVEN,,RIDAP M557 TUMAK L602 DAVUS UL602 GADSI UM860 ODALI UL852 NEGEM T746 NEPOT L746 EVRIK L850 BUDOP DCT BALUX DCT TORNO DCT NATEX
OMDB,LOWW,EVEN,,DAVMO M318 GABKO M317 ROTAL UP574 SYZ UT430 VUVAG UL333 DASIS UR660 ERZ UW704 CRM UL746 ODERO L746 EVRIK L850 BUDOP DCT BALUX DCT TORNO DCT NATEX
OMDB,LPPR,EVEN,,SENPA N571 ALPOB L768 ULADA UL768 VATIM UL550 KITOT L550 NWB N697 MENLI L677 CVO A727 NOZ A1 METRU UP868 ARLOS N4 DOBIX M978 SONAK UM978 MORJA UA411 ANB UM134 VLC UN733 ZMR UL155 ADORO
OMDB,LPPR,EVEN,,SENPA N571 ALPOB L768 ULADA UL768 VATIM UL550 KITOT L550 NWB N697 MENLI L677 CVO A727 NOZ A1 METRU UL81 LORNO DCT EPIKU DCT GINOX UM601 BCN UN725 DGO UN976 ZMR UL155 ADORO
OMDB,LPPT,EVEN,,SENPA N571 ALPOB L768 ULADA UL768 VATIM UL550 KITOT L550 NWB N697 MENLI L677 CVO A1 METRU UP868 ARLOS N4 DOBIX M978 SONAK UM978 MORJA UA411 ANB UM134 VLC UN733 CJN UN975 CCS DCT ELVAR DCT EXONA
OMDB,LSGG,EVEN,,RIDAP M557 TUMAK L602 DAVUS UL602 GADSI UM860 ODALI UL852 NEGEM L852 KOMAN L602 NERDI M747 NEKUL P975 MOPUG DCT NALOX DCT GOTAR DCT ERKIR L608 KPT L856 AKABI UZ613 TRA Z69 OLBEN UN869 BENOT
OMDB,LSGG,EVEN,,RIDAP M557 TUMAK L602 DAVUS UL602 GADSI UM860 ODALI UL852 NEGEM Q8 DOLAP DCT ROTAR L615 BANKO
OMDB,LSZH,EVEN,,RIDAP M557 TUMAK L602 DAVUS UL602 GADSI UM860 ODALI UL852 NEGEM L852 KOMAN L602 NERDI M747 NEKUL P975 MOPUG DCT NALOX DCT GOTAR DCT ERKIR DCT KPT L856 NEGRA
OMDB,LTFJ,EVEN,,RIDAP M557 TUMAK L602 DAVUS UL602 ALPET L718 KABAN UT334 ULSAB UL614 UMRUN UG8 TOKER
OMDB,LTFM,EVEN,,RIDAP M557 TUMAK L602 DAVUS UL602 ALPET L718 KABAN UT334 ULSAB UL614 EZS UG8 GEM UT32 BUK UL615 ERSEN
OMDB,LTFM,EVEN,,RIDAP M557 TUMAK T557 RAGAS UT430 LAGSA UL223 KAPES J5 ALRAM UT888 SIV UL615 ERSEN
OMDB,LUKK,EVEN,,RIDAP M557 TUMAK L602 DAVUS UL602 GADSI UM860 ODALI UL852 NEGEM T746 ARGES DCT KODRU T34 LIPTA
OMDB,LYBE,EVEN,,DAVMO M318 GABKO M317 ROTAL UP574 SYZ UT430 DASIS UL333 SIV UL615 BUK UL602 MAKOL DCT UTEKA DCT OSVIX
OMDB,OAKB,ODD,,DAVMO M318 KHM A453 PEKES Z627 OGOGO A453 TAPIS
OMDB,OBBI,EVEN,<260,NABIX P699 ALKAN Y856 MEDMA DCT OBSAS
OMDB,OEDF,EVEN,,NABIX P699 ALKAN Y856 NARMI N697 KFA
OMDB,OEJN,EVEN,,KUTLI L519 ATUDO M318 GOLGU M550 MEVDO Y511 NALBA M628 DFN G782 VEMEM
OMDB,OEJN,EVEN,,SENPA N571 ALPOB L768 ULADA T136 EMUSA Q212 KIA G782 VEMEM
OMDB,OEMA,EVEN,,VSENPA N571 ALPOB L768 ULADA Q143 MEDGO UN697 BPN G674 MUSAR
OMDB,OERK,EVEN,,SENPA N571 ALPOB L768 ULADA T136 EMUSA Q212 ETBAS
OMDB,OIIE,ODD,,DAVMO M318 ASMUK W32 ROVAD UL125 RADAL
OMDB,OJAI,EVEN,,SENPA N571 ALPOB L768 ULADA UL768 VATIM UL550 NIMAR G662 GRY N318 ELOXI
OMDB,OKBK,EVEN,,RIDAP M557 TUMAK M600 KUMBO A453 DEBTI
OMDB,OLBA,EVEN,,SENPA N571 ALPOB L768 ULADA UL768 VATIM UL550 KITOT L550 STEPA N71 VELOX N159 ELIKA
OMDB,OOMS,ODD,,ANVIX L223 TARDI N629 MUSUK T511 MCT
OMDB,OOSH,ODD,110,ANVIX L223 TARDI
OMDB,OOSA,EVEN,,ANVIX R401 GIDIS G783 UKRAG L710 KUKDI B400 ASTUN
OMDB,OPIS,ODD,,IVURO M677 LALDO B505 PG G325 HANGU J139 KALMI
OMDB,OPKC,ODD,,IVURO M677 LALDO B505 NADSO B524 ALPOR G216 LAKIV
OMDB,OPLA,ODD,,IVURO M677 LALDO B505 PG G214 VEREN
OMDB,ORBI,EVEN,,RIDAP M557 TUMAK L602 DAVUS UL602 LOVEK DCT BGD
OMDB,ORER,EVEN,,RIDAP M557 TUMAK L602 DAVUS UL602 ALPET L718 TAGRU DCT OTALO DCT RER
OMDB,ORNI,EVEN,,RIDAP M557 TUMAK L602 DAVUS UL602 ALPET DCT ALRID
OMDB,ORSU,EVEN,,RIDAP M557 TUMAK L602 DAVUS UL602 ALPET L718 TAGRU DCT SUL
OMDB,OSDI,EVEN,,RIDAP M557 TUMAK L602 DAVUS UL602 GADSI M703 ANBAR DCT RAPLU G202 TAN
OMDB,OTBD,EVEN,<260,NABIX P699 OXARI M430 BOVIP Q215 AFNAN
OMDB,OTHH,EVEN,<260,NABIX P699 OXARI M430 BOVIP Q215 AFNAN
OMDB,RJTT,ODD,,DAVMO M318 KHM A453 ZDN G452 KALAT G325 PURPA W112 TUSLI W187 IBANO B215 NUKTI W66 DKO W69 HUR B339 LADIX W34 ANRAT A326 DONVO G597 AGAVO Y644 EGOBA G597 LANAT Y71 XAC
OMDB,RJTT,ODD,,IVURO M677 LALDO B505 PG G325 PURPA W112 TUSLI W187 IBANO B215 NUKTI W66 DKO W69 HUR B339 LADIX W34 ANRAT A326 DONVO G597 AGAVO Y644 EGOBA G597 LANAT Y71 XAC
OMDB,RJTT,ODD,,IVURO M677 LALDO DCT NADSO B524 ALPOR M504 TELEM A791 CEA B465 CTG A599 SGM A581 WHA R343 PK A593 POTET Y60 FUE Y23 ARTIC Y71 XAC
OMDB,RJTT,ODD,,IVURO M677 LALDO B505 PG G214 SK J173 RK G202 MERUN G452 CHI V10 ALI R460 LKN A201 LSO A599 SGM A581 WHA R343 PK A593 POTET Y60 FUE Y23 ARTIC Y71 XAC
OMDB,RKSI,ODD,,DAVMO M318 KHM A453 PEKES Z627 OGOGO A453 TAPIS G206 PURPA W112 TUSLI W187 IBANO B215 NUKTI W66 DKO W69 HUR B339 LADIX W34 VAPGU W100 ORAVA W201 UNSEK A326 DONVO G597 AGAVO Y644 REBIT
OMDB,RPLL,ODD,,IVURO M677 LALDO B505 NADSO A777 VAXIM L301 KARKU M638 EXOLU L505 BUSBO L301 BKK G474 PCA L628 GUKUM DCT LBG DCT MIA
OMDB,RPLL,ODD,,IVURO M677 LALDO B505 NADSO B524 ALPOR M504 TELEM G472 NNP L524 BKK G474 PCA L628 GUKUM DCT LBG DCT MIA
OMDB,RPLL,ODD,,IVURO M677 LALDO B505 NADSO B524 ALPOR M504 TELEM A791 CEA B465 CTG A599 POU B330 CH DCT GRUPA V4 NOMAN A461 AVMUP W16 MIA
OMDB,RPVM,ODD,,IVURO M677 LALDO B505 NADSO B524 ALPOR M504 TELEM G472 PTN P646 BKK G474 PCA L628 MIA B462 MASBA W8 BATAY
OMDB,RPVM,ODD,,IVURO M677 LALDO B505 NADSO B524 ALPOR M504 TELEM A791 CEA B465 CTG A599 POU B330 CH DCT GRUPA V4 NOMAN A461 AVMUP W16 MIA B462 MASBA W8 BATAY
OMDB,SBGL,EVEN,,SENPA N571 ALPOB L768 ULADA T136 EMUSA Q212 KIA G782 JDW UM863 FL UG857 DLA UQ584 MOKOB UB600 EBULI DCT 01N005E 01S000E 03S005W 05S010W 08S015W 11S020W 14S025W 16S030W 19S035W DCT GELAM UZ50 LIVOD DCT MOLSU
OMDB,SBGL,EVEN,,SENPA N571 ALPOB L768 ULADA T136 EMUSA Q212 KIA G782 JDW UM863 FL UG660 MIU UG626 JOS UJ332 GURAP UH340 LAG UL433 ACC UA560 INAKA DCT KOBLI UN363 UBUGO DCT 00N010W 03S015W 06S020W 09S025W 12S030W 15S035W DCT MUDSA UM661 MINIG UL330 VRI UL327 MOLSU
OMDB,SBGR,EVEN,,SENPA N571 ALPOB L768 ULADA T136 EMUSA Q212 KIA G782 JDW B407 KAROX UL320 KISAL UQ584 MOKOB UB600 EBULI DCT 01N005E 01S000E 03S005W 05S010W 07S015W 10S020W 13S025W 16S030W 19S035W DCT GELAM UZ50 TOSIV UZ48 ADA UZ44 PAGOG
OMDB,UBBB,EVEN,,DAVMO M318 ASMUK W32 ROVAD UL125 ELEDI N39 MOSUM
OMDB,ULLI,EVEN,,RIDAP M557 TUMAK T557 RAGAS UT430 SYZ UP574 SAV R654 ZAJ UR654 MAGRI N77 ADANO N82 LAPTO A234 SORLU R11 BUTRI N39 TE T563 GD R369 AJ B239 DB B160 NUKOL T561 OKULO R961 GENPA
OMDB,ULLI,EVEN,,DAVMO M318 ASMUK W32 ROVAD UL125 ELEDI N39 ULDUS N23 MOTEG B945 DETIR R704 ARNIS T639 BUTRI N39 TE T563 GD R369 AJ B239 DB B160 NUKOL T561 OKULO R961 GENPA
OMDB,UTAA,ODD,,DAVMO M318 RIKOP
OMDB,UTAK,EVEN,,DAVMO M318 GABKO M317 RADEB M318 TBS Q15 SOMAD B353 ASGAD
OMDB,UUDD,EVEN,,DAVMO M318 ASMUK W32 PURKI T215 OBRIX N39 ULDUS N23 PIROG N39 BAKUV N72 BISNA R704 DETIR B945 UP R120 ST A928 FE FE6T AO
OMDB,UUDD,EVEN,,RIDAP M557 TUMAK T557 RAGAS UT430 SYZ UP574 SAV R654 ZAJ UR654 MAGRI N77 ADANO N82 LAPTO A234 SORLU R11 BUTRI B145 GITAL A928 FE FE1T AO
OMDB,VAAH,ODD,,IVURO M677 LALDO B505 NADSO B524 ALPOR M504 TELEM G210 VASLA
OMDB,VABB,ODD,,IVURO M677 LALDO B505 NADSO A777 VAXIM L301 KARKU M638 EXOLU
OMDB,VABB,ODD,,IVURO M677 LALDO B505 NADSO A777 VAXIM P307 PARAR N571 SUGID
OMDB,VCBI,ODD,,ANVIX L223 TARDI N629 GIDAN P570 EMURU M300 VASTU P895 BIKOK
OMDB,VECC,ODD,,IVURO M677 LALDO B505 NADSO B524 ALPOR M504 TELEM A791 JJS
OMDB,VGHS,ODD,,IVURO M677 LALDO B505 NADSO B524 ALPOR M504 TELEM A791 CEA A462 DAC
OMDB,VHHH,ODD,,IVURO M677 LALDO B505 NADSO B524 ALPOR M504 TELEM A791 CEA B465 CTG A599 POU R473 SIERA
OMDB,VIDP,ODD,,IVURO M677 LALDO B505 NADSO B524 ALPOR G216 KC Z306 RK G452 LKA
OMDB,VNKT,ODD,,DAVMO M318 KHM M561 ASVIB G665 PG G214 RK G452 CHI V10 ALI R460 LKN G598 SMR
OMDB,VOBL,ODD,,ANVIX L223 TARDI N629 TOTOX P574 BBM W78 SUSIK
OMDB,VOBL,ODD,,ANVIX L223 TARDI N629 GIDAN P570 TOLDA N318 REXOD N563 GUNIM
OMDB,VOCI,ODD,,ANVIX L223 TARDI N629 GIDAN P570 EMURU M300 VASTU P895 CIA VOCI
OMDB,VOHS,ODD,,IVURO M677 LALDO B505 NADSO A777 VAXIM L301 KARKU M638 EXOLU W14 BBB W28 GGB
OMDB,VOMM,ODD,,IVURO M677 LALDO B505 NADSO A777 VAXIM P307 PARAR N571 BEKUT Q9 EPKOS B211 MMV
OMDB,VOMM,ODD,,ANVIX L223 TARDI N629 GIDAN P570 TOLDA N318 REXOD N563 GUNIM DCT BIA W116 TULNA
OMDB,VOTV,ODD,,ANVIX L223 TARDI N629 GIDAN P570 EMURU M300 VASTU P895 CIA
OMDB,VOTV,ODD,,ANVIX L223 TARDI N629 GIDAN P570 DOTAT V28 RUVAN SANOT
OMDB,VRMM,ODD,,ANVIX L223 TARDI N629 GIDAN P570 KITAL L894 LELEM
OMDB,VTBS,ODD,,IVURO M677 LALDO B505 NADSO B524 ALPOR M504 TELEM A791 BPL T1 BBS N895 BETNO P646 TARED
OMDB,VTBS,ODD,,IVURO M677 LALDO B505 NADSO A777 VAXIM L301 KARKU M638 EXOLU L505 BUSBO L301 PASTO
OMDB,VTSP,ODD,,IVURO M677 LALDO B505 NADSO B524 ALPOR M504 TELEM A791 BPL T1 BBS L759 SATVA
OMDB,VTSP,ODD,,IVURO M677 LALDO B505 NADSO A777 VAXIM L301 KARKU M638 EXOLU L505 BUSBO L301 DOGEM L510 IDKUT L645 UBNEN
OMDB,VTSP,ODD,,IVURO M677 LALDO B505 NADSO A777 VAXIM P307 PARAR N571 NILAM P627 ANPUB
OMDB,VTSP,ODD,,ANVIX L223 TARDI N629 TOTOX P574 MMV P761 LEGIN L510 IDKUT L645 SAPAM R203 UBNEN
OMDB,VVNB,ODD,,IVURO M677 LALDO B505 NADSO B524 ALPOR M504 TELEM A791 CEA B465 AKSAG B214 BQ W21 HUVAN
OMDB,WADD,ODD,,IVURO M677 LALDO B505 NADSO A777 VAXIM P307 PARAR N571 GUNIP M630 TPG M635 UDONO
OMDB,WIII,ODD,,IVURO M677 LALDO B505 NADSO A777 VAXIM P307 PARAR N571 GUNIP M630 BOBAG P501 ANITO B470 BUNIK
OMDB,WIII,ODD,,IVURO M677 LALDO B505 NADSO A777 VAXIM P307 PARAR N571 BEKUT Q9 EPKOS B211 MMV L896 ADKIT N563 MDN A585 PLB G461 BIDAK DCT BUNIK
OMDB,WIII,ODD,,ANVIX L223 TARDI N629 TOTOX P574 ANSAX L762 MDN A585 PLB G461 BIDAK DCT BUNIK
OMDB,WSSS,ODD,,IVURO M677 LALDO B505 NADSO A777 VAXIM P307 PARAR N571 GUNIP R467 VKL A464 ARAMA
OMDB,WSSS,ODD,,IVURO M677 LALDO B505 NADSO A777 VAXIM L301 KARKU M638 EXOLU L505 BUSBO L301 MABUR L759 PUT B579 VPL W531 VIH A464 ARAMA
OMDB,YBBN,ODD,,ANVIX L223 TARDI N629 GIDAN P570 EMURU M300 VASTU P895 BIKOK M641 PIBED DCT 09S094E 10S095E DCT CC DCT 20S107E DCT ATLOD DCT BANKS N640 NOPED DCT PINAV DCT OOM DCT CMU DCT SGE DCT GUSNI Y94 PARRY Y195 BN
OMDB,YMML,ODD,,ANVIX L223 TARDI N629 GIDAN P570 KITAL L894 DADAR DCT SAKEG DCT CROWE DCT RUNUT DCT 18S097E 20S100E DCT NONOG DCT SCRUB DCT LST DCT BOBET DCT JACKO DCT CDU A585 AD V255 BENDO Y12 ARBEY H119 ML
OMDB,YPAD,ODD,,ANVIX L223 TARDI N629 GIDAN P570 EMURU M300 VASTU P895 BIKOK M641 DOGAR DCT 05S090E 09S093E 15S098E 17S100E 21S105E 23S108E DCT SWAGY DCT NONOG DCT SCRUB DCT LST DCT BOBET DCT JACKO DCT CDU V621 RIKAB N640 AD
OMDB,YPPH,ODD,,ANVIX L223 TARDI N629 GIDAN P570 KITAL L894 BIBGO DCT SOLIH DCT 05S079E 09S082E 13S085E 18S090E 22S095E 25S100E 29S108E DCT ACOOL DCT KEELS T12 PH
OMDB,YSSY,ODD,,ANVIX L223 TARDI N629 GIDAN P570 EMURU M300 VASTU P895 BIKOK M641 KAT N640 ELATI DCT 07S095E 10S098E 11S099E DCT SAKAB DCT 17S106E 20S110E DCT MERME DCT LM N640 NOPED DCT PINAV DCT UPSES DCT NEWMO J141 PKS H319 TARAL Y59 RIVET
OMDB,ZBAA,ODD,,IVURO M677 LALDO B505 PG G325 PURPA B215 DSC W187 IBANO B215 NUKTI W66 DKO W69 GUVBA
OMDB,ZGGG,ODD,,IVURO M677 LALDO B505 NADSO B524 ALPOR M504 TELEM A791 CEA B465 CTG A599 GYA
